id,Country,Date,Measure_L1,Measure_L2,Measure_L3
USA,United States of America,2020-03-23,Social distancing,Special measures for certain establishments,Decongestion of administrative institutions
USA,United States of America,2020-03-24,Social distancing,Work safety protocols,Mandatory home office
USA,United States of America,2020-03-26,Social distancing,Indoor and outdoor gathering restriction,Unspecified
USA,United States of America,2020-03-27,Public Healthcare,Personal protective measures,Enhance hand hygiene
USA,United States of America,2020-03-13,Resource allocation,Activate or establish emergency response,Declare state of emergency
USA,United States of America,2020-03-13,Risk communication,Educate and actively communicate with the public,Encourage stay at home
USA,United States of America,2020-03-13,Social distancing,Indoor and outdoor gathering restriction,Organized events
USA,United States of America,2020-03-13,Social distancing,Measures for special populations,Measures to limit contact to long-term care facilities
USA,United States of America,2020-03-13,Public Healthcare,Increase healthcare workforce,Movement restriction of healthcare professionals
USA,United States of America,2020-03-13,Travel restriction,Individual movement restrictions,Non-essential travels abroad/out-of-state forbidden
USA,United States of America,2020-03-13,Risk communication,Educate and actively communicate with the public,Promote social distancing measures
USA,United States of America,2020-03-13,Resource allocation,Police and army interventions,To support the population
USA,United States of America,2020-03-16,Social distancing,Indoor gathering restriction,Closure of indoor sport facilities
USA,United States of America,2020-03-16,Social distancing,Indoor gathering restriction,Closure of restaurants/bars/cafes
USA,United States of America,2020-03-16,Social distancing,Indoor gathering restriction,Cultural places and events
USA,United States of America,2020-03-16,Social distancing,Indoor and outdoor gathering restriction,Unspecified
USA,United States of America,2020-03-16,Social distancing,Indoor gathering restriction,Suspend indoor social and leisure activities
USA,United States of America,2020-03-16,Social distancing,Indoor gathering restriction,Suspend indoor social and leisure activities
USA,United States of America,2020-03-17,Social distancing,Closure of educational institutions,Closure of kindergartens
USA,United States of America,2020-03-17,Social distancing,Closure of educational institutions,Closure of primary and secondary schools
USA,United States of America,2020-03-21,Social distancing,Outdoor gathering restriction,Closure of outdoor social spaces
USA,United States of America,2020-03-24,Social distancing,Indoor gathering restriction,Closure of non-essential shops and/or businesses
USA,United States of America,2020-03-24,Social distancing,Indoor gathering restriction,Closure of non-essential shops and/or businesses
USA,United States of America,2020-03-24,Social distancing,Indoor and outdoor gathering restriction,Closure of public places (unspecified)
USA,United States of America,2020-03-24,Travel restriction,Individual movement restrictions,Movements for non-essential†activities forbidden
USA,United States of America,2020-03-24,Resource allocation,Crisis management plans,"State aid, taxation and social security"
USA,United States of America,2020-03-30,Contact tracing,Quarantine,Incoming travellers
USA,United States of America,2020-03-30,Social distancing,Indoor gathering restriction,Measures for elections
USA,United States of America,2020-03-13,Social distancing,Measures for special populations,Measures to limit contact to long-term care facilities
USA,United States of America,2020-03-01,Resource allocation,Activate or establish emergency response,Declare state of emergency
USA,United States of America,2020-03-01,Contact tracing,Quarantine,Suspected cases
USA,United States of America,2020-03-09,Public Healthcare,Increase healthcare workforce,Exception to work law allowed
USA,United States of America,2020-03-09,Resource allocation,Crisis management plans,Repurpose government plans
USA,United States of America,2020-03-09,Resource allocation,Police and army interventions,To collect data and samples for tests
USA,United States of America,2020-03-11,Social distancing,Measures for special populations,Measures to limit contact to long-term care facilities
